assignment_id,worker_id,task_id,supervisor_id,skill,priority,status
A106,W1149,T6541,S174,Cybersecurity,High,Completed
A107,W1000,T7627,S135,Data Analysis,Low,Completed
A108,W1599,T5174,S161,UI/UX,Critical,Pending
A109,W1013,T4326,S166,UI/UX,Critical,On Hold
A110,W1196,T9227,S135,DevOps,High,Pending
A111,W1610,T8426,S174,UI/UX,Medium,Pending
A112,W1037,T7671,S138,C++,High,On Hold
A113,W1683,T9314,S121,Project Management,High,Pending
A114,W1636,T2856,S195,DevOps,High,Completed
A115,W1295,T9453,S138,UI/UX,High,In Progress
A116,W1263,T1804,S169,Data Analysis,High,In Progress
A117,W1361,T9025,S116,Python,Medium,In Progress
A118,W1713,T9898,S114,Java,Critical,Completed
A119,W1362,T3212,S114,Java,High,On Hold
A120,W1511,T3656,S157,UI/UX,High,Completed
A121,W1460,T7844,S101,Java,Critical,Pending
A122,W1762,T1118,S122,Data Analysis,High,Completed
A123,W1132,T9138,S179,UI/UX,Medium,Completed
A124,W1008,T8723,S112,Cybersecurity,High,Completed
A125,W1303,T3659,S129,C++,Low,Completed
A126,W1201,T835,S197,Project Management,High,On Hold
A127,W1195,T2741,S190,DevOps,Low,Completed
A128,W1202,T7665,S193,Java,Medium,In Progress
A129,W1307,T6198,S172,Java,Critical,In Progress
A130,W1601,T7493,S106,Data Analysis,Low,Pending
A131,W1841,T5508,S193,DevOps,High,Completed
A132,W1806,T3594,S179,UI/UX,Critical,Completed
A133,W1086,T5683,S133,DevOps,Low,Completed
A134,W1579,T4160,S129,Data Analysis,Medium,On Hold
A135,W1874,T2934,S123,Python,Medium,Completed
A136,W1836,T6614,S140,Data Analysis,Critical,In Progress
A137,W1807,T4082,S125,Python,Medium,On Hold
A138,W1297,T6110,S135,Project Management,Low,On Hold
A139,W1712,T1055,S190,Project Management,Medium,In Progress
A140,W1129,T4438,S121,C++,Critical,Pending
A141,W1552,T8969,S179,UI/UX,High,Completed
A142,W1289,T9640,S128,DevOps,High,In Progress
A143,W1109,T9752,S162,Cybersecurity,Medium,On Hold
A144,W1579,T9153,S191,DevOps,Medium,In Progress
A145,W1403,T6245,S135,Java,High,Pending
A146,W1662,T4604,S109,Project Management,Critical,Completed
A147,W1828,T1047,S182,DevOps,Medium,Completed
A148,W1507,T1896,S134,UI/UX,Critical,In Progress
A149,W1467,T8389,S166,Python,Low,Completed
A150,W1787,T5952,S103,UI/UX,High,In Progress
A151,W1967,T6099,S193,Python,High,Pending
A152,W1521,T3852,S126,Project Management,Critical,On Hold
A153,W1345,T1003,S189,DevOps,Critical,In Progress
A154,W1281,T8675,S111,DevOps,Medium,On Hold
A155,W1674,T4655,S199,Java,Low,In Progress
A156,W1405,T6749,S145,UI/UX,High,In Progress
A157,W1913,T8861,S187,Project Management,High,In Progress
A158,W1187,T3299,S172,Python,Low,In Progress
A159,W1640,T9216,S178,Project Management,High,Completed
A160,W1612,T4863,S171,DevOps,Low,On Hold
A161,W1551,T7456,S115,DevOps,Low,On Hold
A162,W1291,T5412,S177,Python,Low,Pending
A163,W1099,T4477,S103,UI/UX,Low,On Hold
A164,W1984,T6111,S170,Project Management,Medium,On Hold
A165,W1078,T8969,S165,Python,Critical,In Progress
A166,W1525,T7631,S192,Data Analysis,High,Pending
A167,W1485,T5261,S106,Project Management,Critical,Completed
A168,W1881,T4690,S108,Data Analysis,Critical,Completed
A169,W1332,T1970,S122,UI/UX,Low,In Progress
A170,W1460,T9447,S104,Cybersecurity,Low,Completed
A171,W1135,T2690,S164,Python,Medium,On Hold
A172,W1923,T7886,S147,UI/UX,Medium,On Hold
A173,W1994,T7285,S111,DevOps,Critical,Pending
A174,W1164,T9253,S159,Project Management,High,On Hold
A175,W1188,T1908,S117,DevOps,Medium,Completed
A176,W1357,T7648,S197,C++,Critical,On Hold
A177,W1786,T3934,S113,Project Management,Medium,On Hold
A178,W1141,T2721,S132,DevOps,Critical,In Progress
A179,W1803,T5061,S184,DevOps,High,On Hold
A180,W1429,T5134,S173,C++,Medium,On Hold
A181,W1015,T8195,S194,Python,Low,In Progress
A182,W1305,T7409,S174,Cybersecurity,High,On Hold
A183,W1851,T2585,S161,C++,High,Completed
A184,W1350,T7837,S131,Python,Medium,On Hold
A185,W1711,T5923,S169,Data Analysis,High,On Hold
A186,W1474,T1434,S143,Python,Low,Pending
A187,W1660,T2608,S179,UI/UX,High,On Hold
A188,W1261,T906,S115,DevOps,Critical,Pending
A189,W1268,T4558,S107,Python,Low,On Hold
A190,W1695,T4350,S114,Cybersecurity,High,Completed
A191,W1588,T3202,S112,Java,Medium,Completed
A192,W1618,T9805,S155,UI/UX,High,Pending
A193,W1124,T1708,S137,Python,High,Completed
A194,W1616,T8390,S152,Project Management,Low,On Hold
A195,W1364,T2163,S104,UI/UX,Medium,In Progress
A196,W1684,T8855,S186,Cybersecurity,Low,In Progress
A197,W1016,T8917,S112,C++,High,In Progress
A198,W1147,T5309,S194,Project Management,Medium,Pending
A199,W1259,T3168,S159,Project Management,Medium,In Progress
A200,W1247,T3042,S105,Project Management,Medium,Pending
A201,W1212,T6972,S102,UI/UX,Medium,Completed
A202,W1717,T9477,S158,Cybersecurity,High,Completed
A203,W1059,T9630,S178,UI/UX,Medium,Pending
A204,W1717,T2073,S191,Java,High,Completed
A205,W1279,T3576,S138,Python,Medium,Completed
A206,W1131,T3918,S147,Data Analysis,High,Completed
A207,W1858,T5613,S109,C++,Critical,Completed
A208,W1439,T4613,S130,UI/UX,High,On Hold
A209,W1387,T895,S166,Python,Medium,Completed
A210,W1772,T9787,S127,Data Analysis,Critical,In Progress
A211,W1556,T7693,S141,Python,Critical,On Hold
A212,W1090,T2280,S127,Java,Critical,Pending
A213,W1471,T5719,S145,C++,Low,On Hold
A214,W1206,T3853,S136,UI/UX,Critical,Completed
A215,W1969,T7550,S112,Data Analysis,High,Pending
A216,W1056,T4972,S104,Python,Critical,Completed
A217,W1865,T4933,S162,Java,High,Completed
A218,W1194,T6207,S115,UI/UX,Critical,On Hold
A219,W1113,T529,S189,Cybersecurity,Low,On Hold
A220,W1811,T8231,S173,Cybersecurity,Medium,Completed
A221,W1498,T3254,S137,Java,Critical,Completed
A222,W1038,T7119,S172,DevOps,Low,On Hold
A223,W1349,T5597,S122,DevOps,High,In Progress
A224,W1727,T6351,S194,Java,Medium,On Hold
A225,W1284,T6557,S183,Java,Critical,On Hold
A226,W1222,T9280,S157,Data Analysis,High,Completed
A227,W1868,T9886,S117,Python,Low,Pending
A228,W1902,T6169,S112,Python,Low,Pending
A229,W1582,T6394,S147,Python,Low,In Progress
A230,W1571,T197,S138,Cybersecurity,Critical,Pending
A231,W1526,T8618,S112,Project Management,Low,Completed
A232,W1324,T1951,S189,UI/UX,High,Completed
A233,W1107,T1720,S159,Cybersecurity,Medium,Completed
A234,W1002,T7070,S190,Project Management,Medium,In Progress
A235,W1842,T1743,S158,Data Analysis,Medium,Pending
A236,W1926,T1784,S132,Python,Critical,In Progress
A237,W1049,T8954,S145,Java,Critical,Pending
A238,W1194,T1388,S104,DevOps,Critical,On Hold
A239,W1548,T9784,S153,DevOps,Low,On Hold
A240,W1753,T6709,S178,DevOps,Low,Pending
A241,W1163,T9101,S145,C++,Medium,Completed
A242,W1027,T7473,S154,Cybersecurity,Low,Pending
A243,W1707,T4389,S130,Data Analysis,Critical,On Hold
A244,W1542,T289,S164,C++,Low,On Hold
A245,W1514,T4620,S188,UI/UX,Low,On Hold
A246,W1301,T8196,S156,UI/UX,High,Pending
A247,W1959,T3539,S157,Project Management,Critical,Pending
A248,W1683,T6758,S173,Python,High,In Progress
A249,W1463,T378,S107,UI/UX,Medium,On Hold
A250,W1363,T996,S152,Java,Critical,Completed
A251,W1740,T5362,S117,UI/UX,High,On Hold
A252,W1531,T3734,S145,Cybersecurity,Medium,Completed
A253,W1613,T2744,S139,DevOps,Low,In Progress
A254,W1933,T1730,S147,Python,Critical,Completed
A255,W1607,T9406,S175,Python,Medium,Pending
A256,W1463,T6484,S100,Data Analysis,Critical,On Hold
A257,W1054,T8833,S198,Project Management,Medium,Completed
A258,W1501,T8161,S171,Project Management,High,Completed
A259,W1054,T7400,S113,Data Analysis,Medium,Pending
A260,W1443,T9181,S180,Data Analysis,Critical,On Hold
A261,W1465,T2320,S167,Project Management,Critical,Pending
A262,W1293,T9258,S117,UI/UX,High,On Hold
A263,W1699,T1534,S112,Data Analysis,High,On Hold
A264,W1011,T6445,S119,Data Analysis,Low,In Progress
A265,W1105,T551,S194,Data Analysis,Medium,On Hold
A266,W1116,T8359,S177,DevOps,Low,Completed
A267,W1010,T9717,S112,UI/UX,Critical,Pending
A268,W1104,T8596,S103,Java,Low,Pending
A269,W1834,T9156,S118,DevOps,Critical,Completed
A270,W1839,T8720,S127,DevOps,Medium,On Hold
A271,W1818,T2192,S152,Data Analysis,Critical,Completed
A272,W1254,T7736,S168,Project Management,Critical,Pending
A273,W1826,T8137,S158,Cybersecurity,Medium,In Progress
A274,W1965,T5996,S144,DevOps,High,Completed
A275,W1721,T8987,S172,Cybersecurity,Medium,Pending
A276,W1075,T3329,S177,Cybersecurity,Medium,Pending
A277,W1345,T7452,S108,Cybersecurity,Medium,On Hold
A278,W1887,T3905,S129,Java,High,Pending
A279,W1762,T5236,S103,Data Analysis,Critical,On Hold
A280,W1779,T7378,S165,Data Analysis,Critical,On Hold
A281,W1998,T5950,S119,Data Analysis,High,On Hold
A282,W1699,T2164,S130,Data Analysis,Low,Pending
A283,W1401,T9159,S169,Python,Critical,Completed
A284,W1463,T3516,S197,Java,Critical,On Hold
A285,W1119,T1568,S136,Python,Low,In Progress
A286,W1839,T6018,S146,Project Management,High,In Progress
A287,W1549,T9419,S113,Java,Low,In Progress
A288,W1022,T4745,S122,UI/UX,Low,In Progress
A289,W1609,T5352,S199,UI/UX,High,Pending
A290,W1903,T3310,S125,C++,Critical,On Hold
A291,W1903,T9309,S139,Data Analysis,High,In Progress
A292,W1925,T6129,S105,DevOps,Critical,In Progress
A293,W1488,T260,S123,Data Analysis,Critical,Completed
A294,W1751,T1503,S119,Java,High,On Hold
A295,W1571,T5750,S175,Project Management,Critical,Completed
A296,W1036,T5071,S129,UI/UX,Critical,Pending
A297,W1540,T3712,S197,Python,High,Pending
A298,W1590,T3720,S182,UI/UX,Critical,Pending
A299,W1778,T2784,S173,Java,High,On Hold
A300,W1727,T8169,S181,Java,High,In Progress
A301,W1607,T6022,S145,Cybersecurity,Critical,Completed
A302,W1974,T7142,S165,DevOps,High,In Progress
A303,W1039,T9264,S107,DevOps,Medium,In Progress
A304,W1982,T2185,S136,Data Analysis,Medium,On Hold
A305,W1267,T9683,S165,Data Analysis,Medium,Completed
A306,W1431,T497,S157,Java,High,Pending
A307,W1004,T9961,S119,DevOps,Low,Pending
A308,W1291,T500,S169,DevOps,High,Pending
A309,W1680,T1315,S192,UI/UX,Low,In Progress
A310,W1366,T4830,S178,C++,Critical,Completed
A311,W1254,T6087,S170,Data Analysis,Critical,Completed
A312,W1644,T9032,S133,C++,Critical,In Progress
A313,W1878,T1065,S183,DevOps,Critical,On Hold
A314,W1347,T8926,S170,DevOps,Critical,Pending
A315,W1446,T4219,S175,C++,High,Completed
A316,W1565,T1172,S139,DevOps,High,Completed
A317,W1830,T1259,S130,DevOps,High,Pending
A318,W1068,T3161,S198,Project Management,High,Pending
A319,W1830,T5043,S181,Data Analysis,Low,On Hold
A320,W1753,T7956,S186,Java,High,Completed
A321,W1682,T8328,S142,UI/UX,Critical,Pending
A322,W1509,T7063,S192,UI/UX,Low,Completed
A323,W1586,T6682,S125,Java,High,On Hold
A324,W1079,T5739,S108,C++,Medium,Pending
A325,W1359,T8683,S123,DevOps,High,Completed
A326,W1757,T195,S108,C++,Medium,On Hold
A327,W1739,T5591,S177,Java,Low,Completed
A328,W1785,T4003,S191,Python,Medium,In Progress
A329,W1776,T7343,S198,Data Analysis,Medium,Pending
A330,W1709,T9395,S167,Java,Medium,In Progress
A331,W1593,T1936,S111,Cybersecurity,Critical,Completed
A332,W1433,T5234,S173,Cybersecurity,Low,On Hold
A333,W1729,T5004,S150,Python,Low,On Hold
A334,W1311,T2996,S112,DevOps,High,Completed
A335,W1119,T2974,S181,Cybersecurity,Critical,Pending
A336,W1759,T878,S196,Cybersecurity,Medium,Completed
A337,W1333,T3196,S124,Java,High,On Hold
A338,W1845,T6482,S158,DevOps,Critical,In Progress
A339,W1083,T3861,S106,C++,High,Pending
A340,W1302,T6416,S186,Data Analysis,Critical,Pending
A341,W1996,T1751,S114,Python,Medium,Pending
A342,W1377,T5502,S123,DevOps,Medium,Completed
A343,W1050,T295,S147,C++,High,Pending
A344,W1965,T7086,S109,Java,High,On Hold
A345,W1784,T8939,S170,UI/UX,High,Pending
A346,W1442,T7001,S111,Python,Low,In Progress
A347,W1389,T1874,S163,UI/UX,High,Completed
A348,W1372,T201,S108,Python,Low,Pending
A349,W1396,T5081,S126,Java,Low,In Progress
A350,W1035,T5189,S161,Data Analysis,Critical,On Hold
A351,W1350,T4954,S121,Cybersecurity,Low,Pending
A352,W1729,T9679,S158,UI/UX,Critical,In Progress
A353,W1593,T4519,S155,Python,Low,Completed
A354,W1120,T8787,S100,UI/UX,High,Completed
A355,W1739,T4149,S148,Python,Medium,In Progress
A356,W1407,T2794,S182,C++,Low,In Progress
A357,W1651,T4282,S178,Java,Low,On Hold
A358,W1844,T9155,S189,DevOps,Critical,In Progress
A359,W1800,T2219,S165,Project Management,Low,On Hold
A360,W1926,T3634,S123,Project Management,Low,In Progress
A361,W1941,T9773,S105,Python,Critical,In Progress
A362,W1125,T5077,S150,Java,Low,In Progress
A363,W1512,T8029,S108,Cybersecurity,Low,In Progress
A364,W1630,T3010,S184,Project Management,Medium,In Progress
A365,W1071,T2108,S173,Cybersecurity,Medium,Completed
A366,W1085,T4042,S186,UI/UX,Low,On Hold
A367,W1080,T8584,S109,Project Management,Medium,On Hold
A368,W1605,T8913,S184,Data Analysis,High,Pending
A369,W1544,T8252,S111,DevOps,High,In Progress
A370,W1541,T918,S167,C++,Critical,Pending
A371,W1043,T2290,S187,UI/UX,Critical,In Progress
A372,W1678,T7889,S155,C++,High,Completed
A373,W1786,T5511,S174,Java,Critical,Completed
A374,W1293,T7879,S136,C++,High,Pending
A375,W1779,T9758,S120,Project Management,High,Pending
A376,W1865,T8254,S182,UI/UX,Low,Pending
A377,W1744,T9896,S126,Cybersecurity,Critical,On Hold
A378,W1890,T2456,S185,DevOps,Low,On Hold
A379,W1093,T1312,S165,Python,Critical,On Hold
A380,W1046,T9584,S107,Python,Medium,On Hold
A381,W1364,T6124,S149,DevOps,Critical,In Progress
A382,W1570,T5635,S153,Project Management,Low,Completed
A383,W1434,T4001,S109,Data Analysis,Critical,Completed
A384,W1988,T4977,S116,DevOps,High,Pending
A385,W1537,T3410,S167,Java,Critical,Completed
A386,W1429,T1133,S164,UI/UX,Medium,Pending
A387,W1309,T8578,S112,Python,Medium,Completed
A388,W1662,T2219,S195,Cybersecurity,Medium,Pending
A389,W1124,T1573,S116,Cybersecurity,Critical,On Hold
A390,W1993,T6405,S117,DevOps,Medium,In Progress
A391,W1058,T6647,S127,UI/UX,High,On Hold
A392,W1097,T1584,S180,Project Management,Medium,On Hold
A393,W1785,T6237,S112,Cybersecurity,Medium,Completed
A394,W1998,T3548,S179,UI/UX,Low,On Hold
A395,W1279,T7870,S148,Java,Low,Completed
A396,W1955,T9468,S100,Project Management,Critical,Pending
A397,W1030,T4061,S184,Python,High,Completed
A398,W1111,T683,S188,Project Management,Critical,Pending
A399,W1077,T2814,S138,C++,Critical,Completed
A400,W1855,T3108,S186,Java,High,Completed
A401,W1414,T825,S156,Cybersecurity,Critical,Completed
A402,W1612,T5218,S140,Python,High,Completed
A403,W1018,T3443,S199,Data Analysis,Critical,Pending
A404,W1161,T8313,S112,Data Analysis,High,Pending
A405,W1713,T5565,S128,Project Management,Medium,Completed
A406,W1649,T6626,S111,UI/UX,High,On Hold
A407,W1965,T6829,S146,Cybersecurity,Low,On Hold
A408,W1336,T3526,S149,Python,Critical,Completed
A409,W1886,T2272,S135,Cybersecurity,Critical,Completed
A410,W1460,T29,S191,Python,Medium,Pending
A411,W1120,T5609,S190,Data Analysis,Critical,Pending
A412,W1612,T831,S115,Python,Critical,Completed
A413,W1885,T4996,S161,UI/UX,Medium,Completed
A414,W1269,T7378,S117,Java,High,Pending
A415,W1216,T1750,S190,Project Management,Low,Completed
A416,W1101,T5751,S124,Python,Medium,In Progress
A417,W1662,T4216,S183,Cybersecurity,High,In Progress
A418,W1639,T6004,S194,C++,High,On Hold
A419,W1439,T1834,S112,Data Analysis,Medium,Completed
A420,W1531,T4822,S163,Data Analysis,High,Pending
A421,W1733,T241,S140,Project Management,High,Completed
A422,W1365,T8613,S171,UI/UX,Critical,On Hold
A423,W1801,T7929,S148,Project Management,High,Pending
A424,W1288,T2666,S108,C++,Medium,In Progress
A425,W1023,T3029,S195,Cybersecurity,High,Pending
A426,W1423,T9282,S119,UI/UX,Medium,In Progress
A427,W1806,T1001,S140,Data Analysis,Critical,Completed
A428,W1910,T4045,S126,UI/UX,Critical,Completed
A429,W1029,T7182,S160,C++,Low,Completed
A430,W1376,T7472,S173,UI/UX,Low,In Progress
A431,W1904,T1945,S134,Data Analysis,Critical,Completed
A432,W1311,T7637,S104,UI/UX,Medium,Pending
A433,W1235,T104,S147,UI/UX,Low,Pending
A434,W1190,T5201,S122,DevOps,Critical,Completed
A435,W1418,T6210,S163,Data Analysis,High,Completed
A436,W1746,T2051,S185,Cybersecurity,Critical,Completed
A437,W1292,T5342,S174,Data Analysis,Medium,In Progress
A438,W1341,T2705,S187,Python,High,In Progress
A439,W1046,T3873,S165,Java,Critical,Completed
A440,W1406,T5685,S182,Data Analysis,Critical,Completed
A441,W1762,T4675,S104,DevOps,Medium,In Progress
A442,W1267,T6288,S145,Data Analysis,High,Pending
A443,W1938,T6291,S189,Data Analysis,Low,On Hold
A444,W1263,T8867,S184,DevOps,High,In Progress
A445,W1447,T1618,S160,UI/UX,High,On Hold
A446,W1619,T8012,S139,Project Management,Medium,Completed
A447,W1415,T6327,S125,DevOps,Critical,In Progress
A448,W1575,T7709,S126,Java,Critical,Pending
A449,W1051,T2037,S141,UI/UX,Medium,Pending
A450,W1665,T9352,S189,Project Management,Medium,Completed
A451,W1910,T7475,S183,C++,High,In Progress
A452,W1618,T139,S163,Project Management,High,In Progress
A453,W1385,T4977,S181,Project Management,High,Pending
A454,W1713,T9753,S172,DevOps,Low,Completed
A455,W1265,T4788,S162,Cybersecurity,Critical,Completed
A456,W1464,T9788,S195,C++,Low,In Progress
A457,W1899,T10,S150,Python,Medium,Pending
A458,W1966,T7996,S180,C++,Medium,Completed
A459,W1849,T7210,S106,C++,Critical,Pending
A460,W1052,T1493,S101,UI/UX,High,On Hold
A461,W1289,T456,S117,Cybersecurity,Medium,Completed
A462,W1166,T5801,S144,Java,Critical,In Progress
A463,W1771,T8121,S181,Python,High,Pending
A464,W1941,T4839,S114,Data Analysis,Low,In Progress
A465,W1380,T9020,S151,C++,High,On Hold
A466,W1778,T3333,S189,Cybersecurity,Low,On Hold
A467,W1842,T1480,S126,UI/UX,High,In Progress
A468,W1861,T7007,S153,UI/UX,Low,In Progress
A469,W1582,T1532,S171,UI/UX,Critical,On Hold
A470,W1981,T4445,S152,Cybersecurity,Critical,On Hold
A471,W1749,T1775,S120,DevOps,High,Completed
A472,W1635,T1091,S173,Java,Medium,Completed
A473,W1063,T5372,S155,Cybersecurity,High,In Progress
A474,W1626,T1805,S155,Project Management,High,Pending
A475,W1609,T7571,S130,C++,Medium,In Progress
A476,W1497,T8273,S103,Data Analysis,High,Pending
A477,W1791,T2548,S156,UI/UX,Low,On Hold
A478,W1532,T1379,S194,DevOps,Critical,Completed
A479,W1288,T6261,S176,C++,Medium,In Progress
A480,W1878,T3797,S138,Java,Critical,On Hold
A481,W1515,T320,S165,UI/UX,Medium,On Hold
A482,W1605,T5947,S156,Cybersecurity,Critical,On Hold
A483,W1752,T6655,S171,Data Analysis,Medium,Completed
A484,W1255,T5985,S182,Data Analysis,Medium,Pending
A485,W1439,T4343,S189,UI/UX,Medium,In Progress
A486,W1888,T5207,S147,Python,Medium,Pending
A487,W1235,T1501,S149,Cybersecurity,Low,Completed
A488,W1898,T3572,S100,Cybersecurity,High,In Progress
A489,W1019,T5931,S185,Cybersecurity,Critical,Pending
A490,W1995,T6127,S151,C++,Critical,On Hold
A491,W1817,T9308,S147,C++,Critical,Completed
A492,W1686,T9453,S113,Cybersecurity,High,Completed
A493,W1721,T2674,S154,Project Management,Critical,On Hold
A494,W1575,T4975,S115,Java,Critical,Completed
A495,W1637,T7676,S170,UI/UX,Low,Completed
A496,W1849,T1841,S145,Cybersecurity,Medium,Pending
A497,W1220,T4904,S156,Java,Low,Completed
A498,W1011,T5421,S179,Java,Critical,Pending
A499,W1820,T2516,S173,Cybersecurity,Low,In Progress
A500,W1645,T2474,S198,Java,Low,Completed
A501,W1847,T6331,S143,Java,Medium,In Progress
A502,W1083,T2855,S188,Python,Critical,Pending
A503,W1789,T3217,S154,Java,Medium,Pending
A504,W1733,T3790,S162,UI/UX,High,Pending
A505,W1603,T6375,S138,C++,Critical,In Progress
A506,W1547,T3111,S149,C++,Low,Pending
A507,W1521,T7915,S124,Cybersecurity,Critical,Completed
A508,W1450,T7705,S122,Project Management,Medium,Completed
A509,W1045,T4024,S168,Python,Medium,Pending
A510,W1967,T3637,S144,DevOps,Critical,Pending
A511,W1685,T1886,S163,C++,High,Completed
A512,W1243,T5231,S124,UI/UX,Critical,On Hold
A513,W1224,T2506,S147,Data Analysis,Medium,Pending
A514,W1476,T2671,S156,Data Analysis,High,Completed
A515,W1455,T1396,S107,Python,Medium,Pending
A516,W1731,T7040,S198,Java,High,In Progress
A517,W1505,T7984,S121,UI/UX,High,On Hold
A518,W1526,T7675,S165,UI/UX,Medium,Pending
A519,W1503,T1170,S109,Cybersecurity,Medium,On Hold
A520,W1484,T2964,S119,Python,High,Pending
A521,W1032,T6310,S104,Cybersecurity,Low,Completed
